"id","game","event_type","created_at","team_name","player_name","related_player_name","result","minute","extra_minute","previous_player_event","previous_player_event_at","seconds_after_previous_event","player_id","related_player_id","participant_id","fixture_id"
116144619,Spain vs Croatia (2024-06-15),Substitution,2024-06-15 19:26:00.000,Spain,Martín Zubimendi,Rodri,,86,0,,,,530762,186910,18710,19032616
116144618,Spain vs Croatia (2024-06-15),Substitution,2024-06-15 19:26:00.000,Spain,Ferran Torres,Lamine Yamal,,86,0,,,,448389,37656179,18710,19032616
116144232,Spain vs Croatia (2024-06-15),Substitution,2024-06-15 19:08:00.000,Spain,Mikel Oyarzabal,Nico Williams,,68,0,,,,186932,37297544,18710,19032616
116144420,Spain vs Croatia (2024-06-15),Yellowcard,2024-06-15 19:18:00.000,Spain,Rodri,,,78,0,,,,186910,,18710,19032616
116138363,Spain vs Croatia (2024-06-15),Goal,2024-06-15 18:32:00.000,Spain,Fabián Ruiz,Pedri,"2-0",32,0,,,,186735,37288001,18710,19032616
116144491,Spain vs Croatia (2024-06-15),VAR,2024-06-15 19:20:00.000,Croatia,Bruno Petkovic,,,80,0,Missed Penalty,2024-06-15 19:20:00.000,0.0,131838,,18588,19032616
116144436,Spain vs Croatia (2024-06-15),Missed Penalty,2024-06-15 19:20:00.000,Croatia,Bruno Petkovic,Bruno Petkovic,,80,0,Substitution,2024-06-15 19:12:00.000,480.0,131838,131838,18588,19032616
116144317,Spain vs Croatia (2024-06-15),Substitution,2024-06-15 19:12:00.000,Croatia,Bruno Petkovic,Andrej Kramaric,,72,0,,,,131838,1232,18588,19032616
116138294,Spain vs Croatia (2024-06-15),Goal,2024-06-15 18:29:00.000,Spain,Álvaro Morata,Fabián Ruiz,"1-0",29,0,,,,129660,186735,18710,19032616
116144107,Spain vs Croatia (2024-06-15),Substitution,2024-06-15 18:59:00.000,Spain,Dani Olmo,Pedri,,59,0,,,,74060,37288001,18710,19032616
116144178,Spain vs Croatia (2024-06-15),Substitution,2024-06-15 19:05:00.000,Croatia,Mario Pasalic,Luka Modric,,65,0,,,,73603,268,18588,19032616
116144231,Spain vs Croatia (2024-06-15),Substitution,2024-06-15 19:07:00.000,Spain,Mikel Merino,Álvaro Morata,,67,0,,,,32710,129660,18710,19032616
116138848,Spain vs Croatia (2024-06-15),Goal,2024-06-15 18:47:00.000,Spain,Daniel Carvajal,Lamine Yamal,"3-0",45,2,,,,31647,37656179,18710,19032616
116144021,Spain vs Croatia (2024-06-15),Substitution,2024-06-15 18:56:00.000,Croatia,Ivan Perisic,Ante Budimir,,56,0,,,,31002,34700,18588,19032616
116353451,Switzerland vs Germany (2024-06-23),Substitution,2024-06-23 22:05:00.000,Switzerland,Zeki Amdouni,Dan Ndoye,,65,0,,,,37261110,19978623,18708,19032615
116353454,Switzerland vs Germany (2024-06-23),Substitution,2024-06-23 22:05:00.000,Germany,Maximilian Beier,Robert Andrich,,65,0,,,,23277923,34880,18660,19032615
116351609,Switzerland vs Germany (2024-06-23),Goal,2024-06-23 21:28:00.000,Switzerland,Dan Ndoye,Remo Freuler,"1-0",28,0,Yellowcard,2024-06-23 21:25:00.000,180.0,19978623,130145,18708,19032615
116351510,Switzerland vs Germany (2024-06-23),Yellowcard,2024-06-23 21:25:00.000,Switzerland,Dan Ndoye,,,25,0,,,,19978623,,18708,19032615
116353309,Switzerland vs Germany (2024-06-23),Substitution,2024-06-23 22:01:00.000,Germany,Nico Schlotterbeck,Jonathan Tah,,61,0,,,,3862352,31836,18660,19032615
116353483,Switzerland vs Germany (2024-06-23),Substitution,2024-06-23 22:05:00.000,Switzerland,Rubén Vargas,Fabian Rieder,,65,0,,,,1478864,24817439,18708,19032615
116353457,Switzerland vs Germany (2024-06-23),Substitution,2024-06-23 22:05:00.000,Switzerland,Kwadwo Duah,Breel Embolo,,65,0,,,,198111,32538,18708,19032615
116354059,Switzerland vs Germany (2024-06-23),Yellowcard,2024-06-23 22:21:00.000,Switzerland,Silvan Widmer,,,81,0,,,,129609,,18708,19032615
116353308,Switzerland vs Germany (2024-06-23),Substitution,2024-06-23 22:01:00.000,Germany,David Raum,Maximilian Mittelstädt,,61,0,,,,36119,32384,18660,19032615
116351310,Switzerland vs Germany (2024-06-23),VAR,2024-06-23 21:17:00.000,Germany,Robert Andrich,,,17,0,,,,34880,,18660,19032615
116351883,Switzerland vs Germany (2024-06-23),Yellowcard,2024-06-23 21:38:00.000,Germany,Jonathan Tah,,,38,0,,,,31836,,18660,19032615
116354642,Switzerland vs Germany (2024-06-23),Goal,2024-06-23 22:32:00.000,Germany,Niclas Füllkrug,David Raum,"1-1",90,2,Substitution,2024-06-23 22:16:00.000,960.0,31532,36119,18660,19032615
116353837,Switzerland vs Germany (2024-06-23),Substitution,2024-06-23 22:16:00.000,Germany,Niclas Füllkrug,Jamal Musiala,,76,0,,,,31532,33186829,18660,19032615
116353856,Switzerland vs Germany (2024-06-23),Substitution,2024-06-23 22:16:00.000,Germany,Leroy Sané,Florian Wirtz,,76,0,,,,4783,37429246,18660,19032615
116353504,Switzerland vs Germany (2024-06-23),Yellowcard,2024-06-23 22:07:00.000,Switzerland,Granit Xhaka,,,67,0,,,,1887,,18708,19032615
116411551,Georgia vs Portugal (2024-06-26),Yellowcard,2024-06-26 22:25:00.000,Georgia,Anzor Mekvabishvili,,,85,0,Substitution,2024-06-26 22:21:00.000,240.0,25922119,,18692,19032645
116411505,Georgia vs Portugal (2024-06-26),Substitution,2024-06-26 22:21:00.000,Georgia,Anzor Mekvabishvili,K. Kvaratskhelia,,81,0,,,,25922119,1479337,18692,19032645
116411319,Georgia vs Portugal (2024-06-26),Substitution,2024-06-26 22:06:00.000,Portugal,Gonçalo Ramos,Cristiano Ronaldo,,66,0,,,,23278610,580,18701,19032645
116411387,Georgia vs Portugal (2024-06-26),Substitution,2024-06-26 22:15:00.000,Portugal,Matheus Nunes,João Neves,,75,0,,,,21781428,37592729,18701,19032645
116411261,Georgia vs Portugal (2024-06-26),Goal,2024-06-26 21:57:00.000,Georgia,Georges Mikautadze,,"2-0",57,0,,,,13963088,,18692,19032645
116410601,Georgia vs Portugal (2024-06-26),Goal,2024-06-26 21:02:00.000,Georgia,Khvicha Kvaratskhelia,G. Mikautadze,"1-0",2,0,,,,1479337,13963088,18692,19032645
116411495,Georgia vs Portugal (2024-06-26),Substitution,2024-06-26 22:21:00.000,Georgia,Zuriko Davitashvili,G. Chakvetadze,,81,0,,,,539555,106821,18692,19032645
116411303,Georgia vs Portugal (2024-06-26),Substitution,2024-06-26 22:03:00.000,Georgia,Georgiy Tsitaishvili,L. Lochoshvili,,63,0,,,,537257,104100,18692,19032645
116411011,Georgia vs Portugal (2024-06-26),Yellowcard,2024-06-26 21:44:00.000,Portugal,Pedro Neto,,,44,0,,,,496775,,18701,19032645
116411400,Georgia vs Portugal (2024-06-26),Substitution,2024-06-26 22:16:00.000,Georgia,Solomon Kvirkvelia,G. Gvelesiani,,76,0,,,,169788,103247,18692,19032645
116411322,Georgia vs Portugal (2024-06-26),Substitution,2024-06-26 22:06:00.000,Portugal,Nélson Semedo,António Silva,,66,0,,,,160110,37354828,18701,19032645
116411382,Georgia vs Portugal (2024-06-26),Substitution,2024-06-26 22:15:00.000,Portugal,Diogo Jota,Pedro Neto,,75,0,,,,159917,496775,18701,19032645
116411238,Georgia vs Portugal (2024-06-26),Yellowcard,2024-06-26 21:53:00.000,Portugal,Rúben Neves,,,53,0,Substitution,2024-06-26 21:46:00.000,420.0,159699,,18701,19032645
116411194,Georgia vs Portugal (2024-06-26),Substitution,2024-06-26 21:46:00.000,Portugal,Rúben Neves,João Palhinha,,46,0,,,,159699,160072,18701,19032645
116411258,Georgia vs Portugal (2024-06-26),VAR,2024-06-26 21:55:00.000,Georgia,Luka Lochoshvili,,,55,0,,,,104100,,18692,19032645
116410863,Georgia vs Portugal (2024-06-26),Yellowcard,2024-06-26 21:28:00.000,Portugal,Cristiano Ronaldo,,,28,0,,,,580,,18701,19032645
116270735,Denmark vs England (2024-06-20),Substitution,2024-06-20 18:57:00.000,Denmark,Mikkel Damsgaard,Jonas Wind,,57,0,,,,8449373,537914,18583,19032624
116271193,Denmark vs England (2024-06-20),Substitution,2024-06-20 19:22:00.000,Denmark,Andreas Skov Olsen,Morten Hjulmand,,82,0,,,,1685328,540189,18583,19032624
116270816,Denmark vs England (2024-06-20),Yellowcard,2024-06-20 19:01:00.000,England,C. Gallagher,,,61,0,Substitution,2024-06-20 18:54:00.000,420.0,1494245,,18645,19032624
116270693,Denmark vs England (2024-06-20),Substitution,2024-06-20 18:54:00.000,England,C. Gallagher,Trent Alexander-Arnold,,54,0,,,,1494245,1917,18645,19032624
116269890,Denmark vs England (2024-06-20),Goal,2024-06-20 18:34:00.000,Denmark,Morten Hjulmand,Victor Kristiansen,"1-1",34,0,,,,540189,32796825,18583,19032624
116270736,Denmark vs England (2024-06-20),Substitution,2024-06-20 18:57:00.000,Denmark,Alexander Bah,Victor Kristiansen,,57,0,,,,85996,32796825,18583,19032624
116270978,Denmark vs England (2024-06-20),Yellowcard,2024-06-20 19:13:00.000,Denmark,Joakim Maehle,,,73,0,,,,84604,,18583,19032624
116270873,Denmark vs England (2024-06-20),Substitution,2024-06-20 19:07:00.000,Denmark,Yussuf Poulsen,Rasmus Højlund,,67,0,,,,32587,37325012,18583,19032624
116271322,Denmark vs England (2024-06-20),Yellowcard,2024-06-20 19:27:00.000,Denmark,Christian Nørgaard,,,87,0,Substitution,2024-06-20 19:22:00.000,300.0,31609,,18583,19032624
116271190,Denmark vs England (2024-06-20),Substitution,2024-06-20 19:22:00.000,Denmark,Christian Nørgaard,Christian Eriksen,,82,0,,,,31609,992,18583,19032624
116269824,Denmark vs England (2024-06-20),Yellowcard,2024-06-20 18:27:00.000,Denmark,Jannik Vestergaard,,,27,0,,,,31129,,18583,19032624
116270910,Denmark vs England (2024-06-20),Substitution,2024-06-20 19:09:00.000,England,Ollie Watkins,Bukayo Saka,,69,0,,,,12145,16827155,18645,19032624
116270909,Denmark vs England (2024-06-20),Substitution,2024-06-20 19:09:00.000,England,Eberechi Eze,Harry Kane,,69,0,,,,7643,997,18645,19032624
116270903,Denmark vs England (2024-06-20),Substitution,2024-06-20 19:09:00.000,England,Jarrod Bowen,Phil Foden,,69,0,,,,1592,336133,18645,19032624
116269757,Denmark vs England (2024-06-20),Goal,2024-06-20 18:18:00.000,England,Harry Kane,,"0-1",18,0,,,,997,,18645,19032624
116408900,Slovakia vs Romania (2024-06-26),Yellowcard,2024-06-26 18:55:00.000,Romania,Edward Iordănescu,,,55,0,,,,,,18638,19032638
116409165,Slovakia vs Romania (2024-06-26),Substitution,2024-06-26 19:10:00.000,Slovakia,Tomas Suslov,L. Haraslín,,70,0,,,,24816762,133633,18648,19032638
116409446,Slovakia vs Romania (2024-06-26),Substitution,2024-06-26 19:18:00.000,Slovakia,David Duris,I. Schranz,,78,0,,,,4243098,81501,18648,19032638
116409157,Slovakia vs Romania (2024-06-26),Substitution,2024-06-26 19:10:00.000,Slovakia,Robert Bozenik,D. Strelec,,70,0,,,,182277,9939024,18648,19032638
116409712,Slovakia vs Romania (2024-06-26),Substitution,2024-06-26 19:32:00.000,Slovakia,Matus Bero,O. Duda,,90,2,,,,180916,33793,18648,19032638
116406572,Slovakia vs Romania (2024-06-26),Yellowcard,2024-06-26 18:46:00.000,Romania,Andrei Burcă,,,45,1,,,,165777,,18638,19032638
116408933,Slovakia vs Romania (2024-06-26),Substitution,2024-06-26 18:58:00.000,Romania,Deian Sorescu,Florinel Coman,,58,0,,,,165701,165479,18638,19032638
116409093,Slovakia vs Romania (2024-06-26),Substitution,2024-06-26 19:06:00.000,Romania,Dennis Man,Ianis Hagi,,66,0,,,,165622,129857,18638,19032638
116406637,Slovakia vs Romania (2024-06-26),Yellowcard,2024-06-26 18:49:00.000,Romania,Nicușor Bancu,,,45,4,,,,165093,,18638,19032638
116409626,Slovakia vs Romania (2024-06-26),Yellowcard,2024-06-26 19:28:00.000,Romania,George Pușcaș,,,88,0,Substitution,2024-06-26 19:06:00.000,1320.0,130192,,18638,19032638
116409098,Slovakia vs Romania (2024-06-26),Substitution,2024-06-26 19:06:00.000,Romania,George Pușcaș,Denis Drăguș,,66,0,,,,130192,165648,18638,19032638
116406429,Slovakia vs Romania (2024-06-26),VAR,2024-06-26 18:36:00.000,Romania,Ianis Hagi,,,36,0,,,,129857,,18638,19032638
116409717,Slovakia vs Romania (2024-06-26),Substitution,2024-06-26 19:32:00.000,Slovakia,Norbert Gyomber,P. Pekarík,,90,2,,,,129686,30844,18648,19032638
116409599,Slovakia vs Romania (2024-06-26),Substitution,2024-06-26 19:26:00.000,Romania,Adrian Rus,Răzvan Marin,,86,0,,,,116888,64202,18638,19032638
116406418,Slovakia vs Romania (2024-06-26),Goal,2024-06-26 18:37:00.000,Romania,Răzvan Marin,,"1-1",37,0,,,,64202,,18638,19032638
116430982,Slovakia vs Romania (2024-06-26),Yellowcard,2024-06-26 19:31:00.000,Slovakia,O. Duda,,,90,1,Yellowcard,2024-06-26 19:31:00.000,0.0,33793,,18648,19032638
116409748,Slovakia vs Romania (2024-06-26),Yellowcard,2024-06-26 19:31:00.000,Slovakia,Ondrej Duda,,,90,1,Goal,2024-06-26 18:24:00.000,4020.0,33793,,18648,19032638
116406259,Slovakia vs Romania (2024-06-26),Goal,2024-06-26 18:24:00.000,Slovakia,Ondrej Duda,J. Kucka,"1-0",24,0,,,,33793,79268,18648,19032638
116248388,Germany vs Hungary (2024-06-19),Yellowcard,2024-06-19 19:33:00.000,Hungary,Marco Rossi,,,90,3,,,,,,18732,19032614
116245126,Germany vs Hungary (2024-06-19),Goal,2024-06-19 18:22:00.000,Germany,Jamal Musiala,İlkay Gündoğan,"1-0",22,0,,,,33186829,4842,18660,19032614
116248164,Germany vs Hungary (2024-06-19),Substitution,2024-06-19 19:27:00.000,Hungary,Kevin Csoboth,Roland Sallai,,87,0,,,,11705271,114021,18732,19032614
116247669,Germany vs Hungary (2024-06-19),Substitution,2024-06-19 19:12:00.000,Germany,Chris Führich,Jamal Musiala,,72,0,,,,2158512,33186829,18660,19032614
116248356,Germany vs Hungary (2024-06-19),Yellowcard,2024-06-19 19:33:00.000,Hungary,D. Szoboszlai,,,90,3,,,,785998,,18732,19032614
116248165,Germany vs Hungary (2024-06-19),Substitution,2024-06-19 19:27:00.000,Hungary,Dániel Gazdag,Barnabás Varga,,87,0,,,,114179,52903,18732,19032614
116247783,Germany vs Hungary (2024-06-19),Substitution,2024-06-19 19:15:00.000,Hungary,Martin Ádám,Milos Kerkez,,75,0,,,,114118,37381778,18732,19032614
116247784,Germany vs Hungary (2024-06-19),Substitution,2024-06-19 19:15:00.000,Hungary,Zsolt Nagy,Bendegúz Bolla,,75,0,,,,114032,3169774,18732,19032614
116246970,Germany vs Hungary (2024-06-19),VAR,2024-06-19 18:47:00.000,Hungary,Roland Sallai,,,45,2,,,,114021,,18732,19032614
116245166,Germany vs Hungary (2024-06-19),Yellowcard,2024-06-19 18:22:00.000,Hungary,Barnabás Varga,,,22,0,,,,52903,,18732,19032614
116248107,Germany vs Hungary (2024-06-19),Substitution,2024-06-19 19:24:00.000,Germany,Deniz Undav,İlkay Gündoğan,,84,0,,,,41077,4842,18660,19032614
116247524,Germany vs Hungary (2024-06-19),Substitution,2024-06-19 19:04:00.000,Hungary,L. Kleinheisler,Ádám Nagy,,64,0,,,,32460,114226,18732,19032614
116248239,Germany vs Hungary (2024-06-19),Yellowcard,2024-06-19 19:29:00.000,Germany,Maximilian Mittelstädt,,,89,0,,,,32384,,18660,19032614
116245200,Germany vs Hungary (2024-06-19),Yellowcard,2024-06-19 18:27:00.000,Germany,Antonio Rüdiger,,,27,0,,,,31837,,18660,19032614
116247431,Germany vs Hungary (2024-06-19),Substitution,2024-06-19 18:58:00.000,Germany,Niclas Füllkrug,Kai Havertz,,58,0,,,,31532,32612,18660,19032614
116247566,Germany vs Hungary (2024-06-19),Goal,2024-06-19 19:07:00.000,Germany,İlkay Gündoğan,Maximilian Mittelstädt,"2-0",67,0,,,,4842,32384,18660,19032614
116247432,Germany vs Hungary (2024-06-19),Substitution,2024-06-19 18:58:00.000,Germany,Leroy Sané,Florian Wirtz,,58,0,,,,4783,37429246,18660,19032614
116247664,Germany vs Hungary (2024-06-19),Substitution,2024-06-19 19:12:00.000,Germany,Emre Can,Robert Andrich,,72,0,,,,1388,34880,18660,19032614
116136025,Hungary vs Switzerland (2024-06-15),Yellowcard,2024-06-15 16:28:00.000,Switzerland,Murat Yakin,,,88,0,,,,,,18708,19045701
116135291,Hungary vs Switzerland (2024-06-15),Substitution,2024-06-15 16:08:00.000,Switzerland,Zeki Amdouni,Kwadwo Duah,,68,0,,,,37261110,198111,18708,19045701
116135302,Hungary vs Switzerland (2024-06-15),Substitution,2024-06-15 16:08:00.000,Switzerland,Leonidas Stergiou,Silvan Widmer,,68,0,,,,24817462,129609,18708,19045701
116135987,Hungary vs Switzerland (2024-06-15),Substitution,2024-06-15 16:26:00.000,Switzerland,Fabian Rieder,Dan Ndoye,,86,0,,,,24817439,19978623,18708,19045701
116135717,Hungary vs Switzerland (2024-06-15),Substitution,2024-06-15 16:19:00.000,Hungary,Márton Dárdai,Milos Kerkez,,79,0,,,,23707369,37381778,18732,19045701
116136026,Hungary vs Switzerland (2024-06-15),Yellowcard,2024-06-15 16:28:00.000,Hungary,Bendegúz Bolla,,,88,0,Substitution,2024-06-15 15:46:00.000,2520.0,3169774,,18732,19045701
116134669,Hungary vs Switzerland (2024-06-15),Substitution,2024-06-15 15:46:00.000,Hungary,Bendegúz Bolla,Ádám Lang,,46,0,,,,3169774,96929,18732,19045701
116134051,Hungary vs Switzerland (2024-06-15),Goal,2024-06-15 15:45:00.000,Switzerland,Michel Aebischer,Remo Freuler,"0-2",45,0,,,,198220,130145,18708,19045701
116132485,Hungary vs Switzerland (2024-06-15),VAR,2024-06-15 15:13:00.000,Switzerland,Kwadwo Duah,,,13,0,Goal,2024-06-15 15:12:00.000,60.0,198111,,18708,19045701
116132459,Hungary vs Switzerland (2024-06-15),Goal,2024-06-15 15:12:00.000,Switzerland,Kwadwo Duah,Michel Aebischer,"0-1",12,0,,,,198111,198220,18708,19045701
116135986,Hungary vs Switzerland (2024-06-15),Substitution,2024-06-15 16:26:00.000,Switzerland,Vincent Sierro,Remo Freuler,,86,0,,,,198045,130145,18708,19045701
116135033,Hungary vs Switzerland (2024-06-15),Yellowcard,2024-06-15 15:59:00.000,Switzerland,Remo Freuler,,,59,0,,,,130145,,18708,19045701
116132091,Hungary vs Switzerland (2024-06-15),Yellowcard,2024-06-15 15:05:00.000,Switzerland,Silvan Widmer,,,5,0,,,,129609,,18708,19045701
116135716,Hungary vs Switzerland (2024-06-15),Substitution,2024-06-15 16:19:00.000,Hungary,Martin Ádám,Attila Szalai,,79,0,,,,114118,53557,18732,19045701
116135332,Hungary vs Switzerland (2024-06-15),Yellowcard,2024-06-15 16:09:00.000,Hungary,Attila Szalai,,,69,0,,,,53557,,18732,19045701
116135210,Hungary vs Switzerland (2024-06-15),Goal,2024-06-15 16:06:00.000,Hungary,Barnabás Varga,D. Szoboszlai,"1-2",66,0,,,,52903,785998,18732,19045701
116136215,Hungary vs Switzerland (2024-06-15),Goal,2024-06-15 16:33:00.000,Switzerland,Breel Embolo,,"1-3",90,3,Substitution,2024-06-15 16:14:00.000,1140.0,32538,,18708,19045701
116135556,Hungary vs Switzerland (2024-06-15),Substitution,2024-06-15 16:14:00.000,Switzerland,Breel Embolo,Rubén Vargas,,74,0,,,,32538,1478864,18708,19045701
116135269,Hungary vs Switzerland (2024-06-15),Substitution,2024-06-15 16:07:00.000,Hungary,László Kleinheisler,Ádám Nagy,,67,0,,,,32460,114226,18732,19045701
116304078,Georgia vs Czech Republic (2024-06-22),Substitution,2024-06-22 15:55:00.000,Czech Republic,Matej Jurasek,Vaclav Cerny,,55,0,,,,37316360,25709,18718,19032642
116303856,Georgia vs Czech Republic (2024-06-22),Yellowcard,2024-06-22 15:47:00.000,Czech Republic,David Jurásek,,,47,0,,,,37259977,,18718,19032642
116304429,Georgia vs Czech Republic (2024-06-22),Substitution,2024-06-22 16:08:00.000,Czech Republic,Mojmír Chytil,Patrik Schick,,68,0,,,,26313942,80675,18718,19032642
116305086,Georgia vs Czech Republic (2024-06-22),Yellowcard,2024-06-22 16:23:00.000,Georgia,Anzor Mekvabishvili,,,83,0,,,,25922119,,18692,19032642
116303411,Georgia vs Czech Republic (2024-06-22),Goal,2024-06-22 15:49:00.000,Georgia,Georges Mikautadze,,"1-0",45,4,,,,13963088,,18692,19032642
116302863,Georgia vs Czech Republic (2024-06-22),VAR,2024-06-22 15:23:00.000,Czech Republic,Adam Hlozek,,,23,0,,,,8101006,,18718,19032642
116303413,Georgia vs Czech Republic (2024-06-22),VAR,2024-06-22 15:45:00.000,Georgia,Khvicha Kvaratskhelia,,,45,0,,,,1479337,,18692,19032642
116304077,Georgia vs Czech Republic (2024-06-22),Substitution,2024-06-22 15:55:00.000,Czech Republic,Ondrej Lingr,Adam Hlozek,,55,0,,,,608247,8101006,18718,19032642
116305756,Georgia vs Czech Republic (2024-06-22),Yellowcard,2024-06-22 16:35:00.000,Georgia,Giorgi Kochorashvili,,,90,5,,,,106911,,18692,19032642
116304271,Georgia vs Czech Republic (2024-06-22),Substitution,2024-06-22 16:02:00.000,Georgia,Giorgi Chakvetadze,Zuriko Davitashvili,,62,0,,,,106821,539555,18692,19032642
116304276,Georgia vs Czech Republic (2024-06-22),Substitution,2024-06-22 16:02:00.000,Georgia,Luka Lochoshvili,Georgiy Tsitaishvili,,62,0,,,,104100,537257,18692,19032642
116305076,Georgia vs Czech Republic (2024-06-22),Substitution,2024-06-22 16:22:00.000,Georgia,Saba Lobjanidze,Khvicha Kvaratskhelia,,82,0,,,,103660,1479337,18692,19032642
116305044,Georgia vs Czech Republic (2024-06-22),Substitution,2024-06-22 16:22:00.000,Georgia,Giorgi Gvelesiani,Solomon Kvirkvelia,,82,0,Yellowcard,2024-06-22 16:22:00.000,0.0,103247,169788,18692,19032642
116305128,Georgia vs Czech Republic (2024-06-22),Yellowcard,2024-06-22 16:22:00.000,Georgia,Giorgi Gvelesiani,,,82,0,,,,103247,,18692,19032642
116303195,Georgia vs Czech Republic (2024-06-22),Yellowcard,2024-06-22 15:40:00.000,Czech Republic,Lukas Provod,,,40,0,,,,83003,,18718,19032642
116305027,Georgia vs Czech Republic (2024-06-22),Substitution,2024-06-22 16:21:00.000,Czech Republic,Petr Sevcik,David Jurásek,,81,0,,,,80879,37259977,18718,19032642
116304163,Georgia vs Czech Republic (2024-06-22),Goal,2024-06-22 15:59:00.000,Czech Republic,Patrik Schick,Ondrej Lingr,"1-1",59,0,,,,80675,608247,18718,19032642
116304972,Georgia vs Czech Republic (2024-06-22),Yellowcard,2024-06-22 16:21:00.000,Czech Republic,Tomas Soucek,,,81,0,,,,80655,,18718,19032642
116305013,Georgia vs Czech Republic (2024-06-22),Substitution,2024-06-22 16:21:00.000,Czech Republic,Antonín Barák,Lukas Provod,,81,0,,,,80331,83003,18718,19032642
116302753,Georgia vs Czech Republic (2024-06-22),Yellowcard,2024-06-22 15:18:00.000,Czech Republic,Vladimír Coufal,,,18,0,,,,80304,,18718,19032642
116304007,Georgia vs Czech Republic (2024-06-22),Yellowcard,2024-06-22 15:53:00.000,Czech Republic,Tomas Holes,,,53,0,,,,79972,,18718,19032642
116305389,Georgia vs Czech Republic (2024-06-22),Substitution,2024-06-22 16:28:00.000,Georgia,Giorgi Kvilitaia,Georges Mikautadze,,88,0,,,,52880,13963088,18692,19032642
116303118,Georgia vs Czech Republic (2024-06-22),Yellowcard,2024-06-22 15:36:00.000,Georgia,Guram Kashia,,,36,0,,,,24150,,18692,19032642
116286851,Netherlands vs France (2024-06-21),VAR,2024-06-21 22:09:00.000,Netherlands,Xavi Simons,,,69,0,,,,37317392,,18694,19032631
116286831,Netherlands vs France (2024-06-21),Substitution,2024-06-21 22:13:00.000,Netherlands,Lutsharel Geertruida,Jeremie Frimpong,,73,0,,,,4598752,8403182,18694,19032631
116286848,Netherlands vs France (2024-06-21),Substitution,2024-06-21 22:15:00.000,France,Kingsley Coman,Ousmane Dembélé,,75,0,,,,32659,32403,18647,19032631
116286835,Netherlands vs France (2024-06-21),Substitution,2024-06-21 22:13:00.000,Netherlands,Joey Veerman,Xavi Simons,,73,0,,,,29394,37317392,18694,19032631
116286477,Netherlands vs France (2024-06-21),Yellowcard,2024-06-21 21:31:00.000,Netherlands,Jerdy Schouten,,,31,0,,,,26786,,18694,19032631
116286881,Netherlands vs France (2024-06-21),Substitution,2024-06-21 22:19:00.000,Netherlands,Wout Weghorst,Memphis Depay,,79,0,,,,25317,929,18694,19032631
116286836,Netherlands vs France (2024-06-21),Substitution,2024-06-21 22:13:00.000,Netherlands,Georginio Wijnaldum,Jerdy Schouten,,73,0,,,,1365,26786,18694,19032631
116286849,Netherlands vs France (2024-06-21),Substitution,2024-06-21 22:15:00.000,France,Olivier Giroud,Marcus Thuram,,75,0,,,,798,99000,18647,19032631
116555102,Austria vs Turkey (2024-07-02),Substitution,2024-07-02 21:46:00.000,Austria,Alexander Prass,Phillipp Mwene,,46,0,,,,31626002,35141,18643,19032612
116554900,Austria vs Turkey (2024-07-02),Yellowcard,2024-07-02 21:42:00.000,Turkey,İsmail Yüksek,,,42,0,,,,22528506,,18716,19032612
116554734,Austria vs Turkey (2024-07-02),Yellowcard,2024-07-02 21:11:00.000,Turkey,Orkun Kökçü,,,11,0,,,,4545376,,18716,19032612
116555444,Austria vs Turkey (2024-07-02),Substitution,2024-07-02 22:18:00.000,Turkey,Kerem Aktürkoğlu,Arda Güler,,78,0,,,,534383,37547467,18716,19032612
116554874,Austria vs Turkey (2024-07-02),Yellowcard,2024-07-02 21:38:00.000,Austria,Romano Schmid,,,38,0,,,,459660,,18643,19032612
116555506,Austria vs Turkey (2024-07-02),Substitution,2024-07-02 22:23:00.000,Turkey,İrfan Can Kahveci,Orkun Kökçü,,83,0,,,,201444,4545376,18716,19032612
116555443,Austria vs Turkey (2024-07-02),Substitution,2024-07-02 22:18:00.000,Turkey,Okay Yokuşlu,Kenan Yıldız,,78,0,,,,201060,37598725,18716,19032612
116555168,Austria vs Turkey (2024-07-02),Yellowcard,2024-07-02 21:52:00.000,Austria,Philipp Lienhart,,,52,0,,,,186848,,18643,19032612
116555238,Austria vs Turkey (2024-07-02),Goal,2024-07-02 21:59:00.000,Turkey,Merih Demiral,Arda Güler,"0-2",59,0,Goal,2024-07-02 21:01:00.000,3480.0,164069,37547467,18716,19032612
116554692,Austria vs Turkey (2024-07-02),Goal,2024-07-02 21:01:00.000,Turkey,Merih Demiral,,"0-1",1,0,,,,164069,,18716,19032612
116555307,Austria vs Turkey (2024-07-02),Substitution,2024-07-02 22:04:00.000,Austria,Maximilian Wöber,Philipp Lienhart,,64,0,,,,52850,186848,18643,19032612
116555223,Austria vs Turkey (2024-07-02),Substitution,2024-07-02 21:58:00.000,Turkey,Salih Özcan,İsmail Yüksek,,58,0,,,,32622,22528506,18716,19032612
116555299,Austria vs Turkey (2024-07-02),Substitution,2024-07-02 22:04:00.000,Austria,Florian Grillitsch,Konrad Laimer,,64,0,,,,32378,52585,18643,19032612
116555327,Austria vs Turkey (2024-07-02),Goal,2024-07-02 22:06:00.000,Austria,Michael Gregoritsch,Stefan Posch,"1-2",66,0,Substitution,2024-07-02 21:46:00.000,1200.0,32361,33770,18643,19032612
116555101,Austria vs Turkey (2024-07-02),Substitution,2024-07-02 21:46:00.000,Austria,Michael Gregoritsch,Romano Schmid,,46,0,,,,32361,459660,18643,19032612
